By Day,Subregion,Cost,Impressions,Currency
1/25/25,Ohio,18.53,2031,USD
1/25/25,Connecticut,7.64,831,USD
1/25/25,Nebraska,3.91,495,USD
1/25/25,Maryland,8.07,957,USD
1/25/25,Hawaii,2.68,219,USD
1/25/25,New Hampshire,3.72,384,USD
1/25/25,Louisiana,3.88,493,USD
1/25/25,Maine,2.91,300,USD
1/25/25,Rhode Island,2.55,245,USD
1/25/25,Colorado,14.32,1484,USD
1/25/25,South Carolina,9.2,1037,USD
1/25/25,Wisconsin,11.7,1369,USD
1/25/25,Idaho,3.25,358,USD
1/25/25,Oregon,7.23,759,USD
1/25/25,North Dakota,1.17,210,USD
1/25/25,Iowa,5.72,732,USD
1/25/25,Arkansas,3.78,443,USD
1/25/25,Minnesota,13.09,1569,USD
1/25/25,Oklahoma,4.91,591,USD
1/25/25,Delaware,1.94,171,USD
1/25/25,Vermont,1.13,128,USD
1/25/25,Montana,1.92,200,USD
1/24/25,New Hampshire,2.85,307,USD
1/24/25,South Carolina,10.07,946,USD
1/24/25,Montana,2.06,227,USD
1/24/25,Georgia,21.85,1987,USD
1/24/25,Unknown,119.87,12620,USD
1/24/25,Colorado,15.16,1370,USD
1/24/25,West Virginia,1.72,193,USD
1/24/25,South Dakota,2.24,247,USD
1/24/25,Virginia,16.36,1526,USD
1/24/25,Utah,8.93,727,USD
1/24/25,Florida,55.91,4747,USD
1/24/25,New York,34.65,3623,USD
1/24/25,Texas,57.38,5458,USD
1/24/25,Minnesota,13.83,1563,USD
1/24/25,Missouri,10.47,1140,USD
1/24/25,Kentucky,6.72,601,USD
1/24/25,Michigan,19.83,1969,USD
1/24/25,Iowa,5.7,690,USD
1/24/25,Connecticut,7.75,844,USD
1/24/25,Nebraska,5.45,497,USD
1/24/25,New Jersey,21.64,1974,USD
1/24/25,Pennsylvania,21.37,2157,USD
1/24/25,Ohio,21.2,2089,USD
1/24/25,Tennessee,11.94,1221,USD
1/24/25,District of Columbia,1.5,179,USD
1/24/25,Massachusetts,13.61,1452,USD
1/24/25,Louisiana,4.47,464,USD
1/24/25,Kansas,5.77,645,USD
1/24/25,Arkansas,4.28,441,USD
1/24/25,Hawaii,1.89,188,USD
1/24/25,Rhode Island,1.87,221,USD
1/24/25,California,59.35,5582,USD
1/24/25,Wisconsin,11.58,1351,USD
1/24/25,Arizona,15.53,1498,USD
1/24/25,Vermont,0.92,121,USD
1/24/25,Nevada,7.11,607,USD
1/24/25,Alabama,6.18,670,USD
1/24/25,Idaho,3.87,373,USD
1/24/25,North Carolina,20.67,1967,USD
1/24/25,New Mexico,3.47,312,USD
1/24/25,Illinois,25.16,2712,USD
1/24/25,Indiana,11.17,1131,USD
1/24/25,Maryland,11.52,969,USD
1/24/25,North Dakota,1.53,200,USD
1/24/25,Washington,15.97,1637,USD
1/24/25,Maine,2.63,272,USD
1/24/25,Mississippi,2.4,277,USD
1/24/25,Wyoming,1.59,158,USD
1/24/25,Delaware,1.51,158,USD
1/24/25,Oregon,7.16,735,USD
1/24/25,Oklahoma,5.32,589,USD
1/24/25,Alaska,0.79,94,USD
1/23/25,Washington,16.31,1574,USD
1/23/25,Wisconsin,12.08,1349,USD
1/23/25,Mississippi,3.04,304,USD
1/23/25,Michigan,19.14,1914,USD
1/23/25,Connecticut,8.58,816,USD
1/23/25,North Carolina,19.44,1974,USD
1/23/25,Louisiana,5.2,466,USD
1/23/25,North Dakota,2.02,242,USD
1/23/25,Nebraska,4.92,494,USD
1/23/25,Oklahoma,5.79,634,USD
1/23/25,Massachusetts,14.04,1520,USD
1/23/25,Alabama,6.3,679,USD
1/23/25,Minnesota,14.8,1604,USD
1/23/25,Ohio,24.51,2115,USD
1/23/25,Kansas,6.68,718,USD
1/23/25,Maine,2.53,285,USD
1/23/25,Georgia,23.66,2113,USD
1/23/25,Nevada,6.94,618,USD
1/23/25,Iowa,5.71,684,USD
1/23/25,Missouri,11.79,1169,USD
1/23/25,Idaho,3.47,402,USD
1/23/25,Pennsylvania,22.51,2191,USD
1/23/25,Florida,59.61,5211,USD
1/23/25,Rhode Island,2.73,263,USD
1/23/25,New Jersey,19.83,1914,USD
1/23/25,Arkansas,3.83,387,USD
1/23/25,Virginia,18.2,1665,USD
1/23/25,Texas,61.02,5551,USD
1/23/25,New York,33.63,3484,USD
1/23/25,South Dakota,1.66,226,USD
1/23/25,Wyoming,1.34,154,USD
1/23/25,California,62.47,5312,USD
1/23/25,Colorado,14.36,1464,USD
1/23/25,Tennessee,12.1,1242,USD
1/23/25,Oregon,7.31,770,USD
1/23/25,Maryland,12.69,1046,USD
1/23/25,Illinois,25.59,2741,USD
1/23/25,Utah,7.83,723,USD
1/23/25,South Carolina,12.04,1070,USD
1/23/25,Unknown,118.03,12701,USD
1/23/25,Kentucky,5.36,578,USD
1/23/25,Hawaii,1.83,190,USD
1/23/25,West Virginia,1.84,187,USD
1/23/25,Arizona,19.07,1701,USD
1/23/25,New Hampshire,3.21,342,USD
1/23/25,Montana,2.57,243,USD
1/23/25,Vermont,1.18,112,USD
1/23/25,New Mexico,3.93,318,USD
1/23/25,Delaware,2.49,179,USD
1/23/25,Alaska,1.45,121,USD
1/23/25,Indiana,11.25,1073,USD
1/23/25,District of Columbia,2.21,232,USD
1/22/25,Texas,54.88,3164,USD
1/22/25,Nebraska,2.43,184,USD
1/22/25,Minnesota,7.83,623,USD
1/22/25,Pennsylvania,15.48,963,USD
1/22/25,District of Columbia,3.69,141,USD
1/22/25,Unknown,133.14,9099,USD
1/22/25,Washington,13.16,758,USD
1/22/25,Idaho,2.06,163,USD
1/22/25,Delaware,2.79,104,USD
1/22/25,New Jersey,19.51,1106,USD
1/22/25,Rhode Island,1.77,121,USD
1/22/25,Mississippi,2.99,173,USD
1/22/25,Florida,52.31,3250,USD
1/22/25,Georgia,19.3,1195,USD
1/22/25,New York,32.75,2074,USD
1/22/25,South Dakota,0.65,69,USD
1/22/25,Indiana,8.48,493,USD
1/22/25,Missouri,8.12,479,USD
1/22/25,Wyoming,1.31,64,USD
1/22/25,North Carolina,16.27,1066,USD
1/22/25,Arizona,13.59,837,USD
1/22/25,Nevada,8.48,403,USD
1/22/25,Utah,5.58,348,USD
1/22/25,Virginia,14.36,870,USD
1/22/25,Kansas,5.1,323,USD
1/22/25,California,70.56,3856,USD
1/22/25,Maryland,9.74,536,USD
1/22/25,Alaska,0.97,64,USD
1/22/25,Louisiana,4.18,305,USD
1/22/25,Wisconsin,7.45,517,USD
1/22/25,Kentucky,3.71,297,USD
1/22/25,Hawaii,1.5,119,USD
1/22/25,Alabama,4.39,321,USD
1/22/25,Massachusetts,9.82,755,USD
1/22/25,Colorado,12.54,757,USD
1/22/25,Illinois,18.52,1365,USD
1/22/25,Oregon,4.82,309,USD
1/22/25,Arkansas,3,191,USD
1/22/25,Tennessee,10.76,592,USD
1/22/25,South Carolina,8.21,533,USD
1/22/25,Ohio,16.18,961,USD
1/22/25,New Mexico,3.52,161,USD
1/22/25,Iowa,3.4,239,USD
1/22/25,New Hampshire,2.99,154,USD
1/22/25,North Dakota,1.59,83,USD
1/22/25,Maine,2.28,118,USD
1/22/25,Oklahoma,4.19,285,USD
1/22/25,Connecticut,7.26,436,USD
1/22/25,Michigan,14.95,956,USD
1/22/25,West Virginia,1.09,86,USD
1/22/25,Montana,1.24,87,USD
1/22/25,Vermont,0.86,62,USD
1/21/25,Virginia,14.48,1286,USD
1/21/25,Oregon,5.67,495,USD
1/21/25,Georgia,24.91,1923,USD
1/21/25,New Jersey,19.29,1563,USD
1/21/25,Indiana,10.02,700,USD
1/21/25,Washington,13.16,1116,USD
1/21/25,Michigan,14.28,1206,USD
1/21/25,Maine,1.82,133,USD
1/21/25,Texas,66.68,5295,USD
1/21/25,Unknown,149.26,13359,USD
1/21/25,Florida,63.35,4841,USD
1/21/25,Nebraska,2.17,233,USD
1/21/25,Nevada,6.91,609,USD
1/21/25,New Hampshire,1.86,182,USD
1/21/25,District of Columbia,2.83,237,USD
1/21/25,Oklahoma,4.3,382,USD
1/21/25,Ohio,15.4,1317,USD
1/21/25,Delaware,1.93,112,USD
1/21/25,Utah,8.28,508,USD
1/21/25,Maryland,12.53,914,USD
1/21/25,Illinois,22.32,1975,USD
1/21/25,Minnesota,7,815,USD
1/21/25,North Carolina,16.75,1395,USD
1/21/25,Colorado,12.07,1036,USD
1/21/25,West Virginia,1.34,98,USD
1/21/25,Pennsylvania,16.15,1268,USD
1/21/25,Kansas,3.41,359,USD
1/21/25,Wisconsin,6.38,575,USD
1/21/25,Mississippi,2.94,258,USD
1/21/25,Louisiana,5.32,454,USD
1/21/25,Montana,1.11,121,USD
1/21/25,Alabama,4.89,485,USD
1/21/25,New York,38.54,3152,USD
1/21/25,Arkansas,2.49,287,USD
1/21/25,California,78.58,5963,USD
1/21/25,North Dakota,1.14,85,USD
1/21/25,Missouri,5.4,534,USD
1/21/25,Arizona,16.06,1273,USD
1/21/25,South Carolina,8.6,691,USD
1/21/25,New Mexico,2.97,232,USD
1/21/25,Kentucky,3.71,397,USD
1/21/25,Tennessee,11.76,842,USD
1/21/25,Massachusetts,9.31,899,USD
1/21/25,Idaho,2.12,204,USD
1/21/25,Wyoming,1.18,74,USD
1/21/25,Hawaii,1.83,165,USD
1/21/25,Rhode Island,1.54,125,USD
1/21/25,Alaska,1.02,69,USD
1/21/25,Iowa,2.59,276,USD
1/21/25,Connecticut,8.09,631,USD
1/21/25,South Dakota,0.89,95,USD
1/21/25,Vermont,0.62,63,USD
1/20/25,Maryland,12.31,1085,USD
1/20/25,Minnesota,7.16,805,USD
1/20/25,Unknown,135.68,13772,USD
1/20/25,New York,31.71,3184,USD
1/20/25,Colorado,11.54,1111,USD
1/20/25,Wyoming,0.7,62,USD
1/20/25,Wisconsin,4.85,560,USD
1/20/25,Oklahoma,3.96,399,USD
1/20/25,Iowa,1.88,238,USD
1/20/25,Idaho,2.01,192,USD
1/20/25,Nebraska,3.22,261,USD
1/20/25,Missouri,6.27,559,USD
1/20/25,Tennessee,8.63,861,USD
1/20/25,Oregon,5.23,415,USD
1/20/25,Texas,51.96,5101,USD
1/20/25,North Dakota,0.94,87,USD
1/20/25,Connecticut,6.39,598,USD
1/20/25,Virginia,16.43,1317,USD
1/20/25,California,72.04,6003,USD
1/20/25,Indiana,6.2,669,USD
1/20/25,Arizona,12.33,1100,USD
1/20/25,New Mexico,2.47,251,USD
1/20/25,Pennsylvania,13.14,1339,USD
1/20/25,Montana,0.85,108,USD
1/20/25,Massachusetts,8.24,989,USD
1/20/25,South Dakota,0.78,108,USD
1/20/25,Louisiana,4.19,441,USD
1/20/25,Delaware,2.24,140,USD
1/20/25,Alaska,0.78,69,USD
1/20/25,Georgia,22.7,2019,USD
1/20/25,Ohio,12.89,1331,USD
1/20/25,Michigan,13.55,1195,USD
1/20/25,Florida,49.95,4816,USD
1/20/25,Nevada,6.22,618,USD
1/20/25,Utah,5.86,504,USD
1/20/25,Maine,1.14,153,USD
1/20/25,Rhode Island,1.03,157,USD
1/20/25,Arkansas,2.15,291,USD
1/20/25,North Carolina,16.35,1546,USD
1/20/25,Washington,13.22,1078,USD
1/20/25,Kentucky,3.65,389,USD
1/20/25,South Carolina,9.02,750,USD
1/20/25,Illinois,20.03,1947,USD
1/20/25,New Hampshire,2.48,171,USD
1/20/25,District of Columbia,2.16,229,USD
1/20/25,New Jersey,18.1,1664,USD
1/20/25,West Virginia,0.93,103,USD
1/20/25,Alabama,4.59,521,USD
1/20/25,Hawaii,1.35,157,USD
1/20/25,Mississippi,1.98,262,USD
1/20/25,Vermont,0.44,53,USD
1/20/25,Kansas,3.39,362,USD
1/19/25,Alabama,1.14,116,USD
1/19/25,Wisconsin,2.16,204,USD
1/19/25,Unknown,51.7,4811,USD
1/19/25,South Dakota,0.26,34,USD
1/19/25,Ohio,4.39,396,USD
1/19/25,Florida,16.65,1388,USD
1/19/25,Maryland,3.57,347,USD
1/19/25,Nevada,1.92,162,USD
1/19/25,Tennessee,2.68,230,USD
1/19/25,Mississippi,0.94,86,USD
1/19/25,Virginia,4.52,400,USD
1/19/25,Oregon,0.93,114,USD
1/19/25,Kentucky,1.17,133,USD
1/19/25,Illinois,6.39,569,USD
1/19/25,Georgia,5.35,513,USD
1/19/25,Iowa,1.04,85,USD
1/19/25,California,21.17,1582,USD
1/19/25,Texas,15.99,1312,USD
1/19/25,Hawaii,0.36,47,USD
1/19/25,Indiana,3.94,205,USD
1/19/25,Arizona,3.1,283,USD
1/19/25,Minnesota,3.08,244,USD
1/19/25,Oklahoma,0.97,113,USD
1/19/25,North Dakota,0.46,33,USD
1/19/25,Utah,1.83,169,USD
1/19/25,New Mexico,0.66,54,USD
1/19/25,Connecticut,1.91,198,USD
1/19/25,Kansas,0.72,84,USD
1/19/25,Louisiana,1.17,132,USD
1/19/25,New York,12.55,1052,USD
1/19/25,Delaware,1.02,50,USD
1/19/25,Alaska,0.27,31,USD
1/19/25,New Jersey,5.43,550,USD
1/19/25,Maine,0.3,28,USD
1/19/25,North Carolina,4.76,431,USD
1/19/25,Michigan,4.9,371,USD
1/19/25,Colorado,4.08,318,USD
1/19/25,Nebraska,0.86,88,USD
1/19/25,Washington,3.87,296,USD
1/19/25,West Virginia,0.26,31,USD
1/19/25,New Hampshire,0.63,60,USD
1/19/25,District of Columbia,1.33,54,USD
1/19/25,South Carolina,3.07,222,USD
1/19/25,Massachusetts,3.21,312,USD
1/19/25,Arkansas,0.42,81,USD
1/19/25,Vermont,0.24,24,USD
1/19/25,Pennsylvania,4.77,415,USD
1/19/25,Rhode Island,0.3,41,USD
1/19/25,Montana,0.17,27,USD
1/19/25,Missouri,2.67,167,USD
1/19/25,Wyoming,0.64,18,USD
1/19/25,Idaho,0.49,58,USD
1/18/25,District of Columbia,1.35,134,USD
1/18/25,Texas,46.97,3102,USD
1/18/25,Ohio,11.8,828,USD
1/18/25,North Dakota,0.88,92,USD
1/18/25,Arkansas,1.51,172,USD
1/18/25,South Carolina,8.71,477,USD
1/18/25,Washington,11.42,743,USD
1/18/25,Unknown,114.72,10604,USD
1/18/25,Wisconsin,5.37,414,USD
1/18/25,New Hampshire,2.8,138,USD
1/18/25,Utah,3.81,299,USD
1/18/25,Virginia,12.61,944,USD
1/18/25,Montana,0.82,70,USD
1/18/25,New York,31.3,2275,USD
1/18/25,South Dakota,0.71,66,USD
1/18/25,California,61.55,4125,USD
1/18/25,Illinois,15.95,1238,USD
1/18/25,Connecticut,5.64,382,USD
1/18/25,Maine,1.15,96,USD
1/18/25,Iowa,1.29,143,USD
1/18/25,Alabama,4.01,330,USD
1/18/25,Kansas,2.02,179,USD
1/18/25,Minnesota,9.08,579,USD
1/18/25,Nevada,5.43,440,USD
1/18/25,Michigan,10.69,819,USD
1/18/25,Florida,51.81,3179,USD
1/18/25,Massachusetts,11,636,USD
1/18/25,North Carolina,14.35,988,USD
1/18/25,New Jersey,16.5,1074,USD
1/18/25,Kentucky,3.76,276,USD
1/18/25,Arizona,12,703,USD
1/18/25,Georgia,18.92,1307,USD
1/18/25,Indiana,5.52,404,USD
1/18/25,Pennsylvania,13.01,877,USD
1/18/25,Missouri,4.94,351,USD
1/18/25,Nebraska,2.09,150,USD
1/18/25,Hawaii,0.96,89,USD
1/18/25,Delaware,1.95,96,USD
1/18/25,Alaska,0.84,61,USD
1/18/25,Rhode Island,1.54,91,USD
1/18/25,Oregon,4.09,292,USD
1/18/25,West Virginia,0.84,75,USD
1/18/25,Maryland,10.11,683,USD
1/18/25,Colorado,11.28,728,USD
1/18/25,New Mexico,2.78,122,USD
1/18/25,Idaho,1.41,121,USD
1/18/25,Tennessee,7.96,569,USD
1/18/25,Vermont,0.53,50,USD
1/18/25,Louisiana,3.58,278,USD
1/18/25,Mississippi,1.68,161,USD
1/18/25,Wyoming,0.47,44,USD
1/18/25,Oklahoma,3.53,293,USD
1/17/25,New Jersey,16.27,1288,USD
1/17/25,Wyoming,0.59,39,USD
1/17/25,Kentucky,2.26,233,USD
1/17/25,Wisconsin,4.5,378,USD
1/17/25,Kansas,1.75,189,USD
1/17/25,Alabama,3.68,329,USD
1/17/25,Connecticut,3.98,419,USD
1/17/25,New Mexico,1.17,113,USD
1/17/25,Hawaii,0.85,89,USD
1/17/25,Vermont,0.64,38,USD
1/17/25,Texas,41.58,3293,USD
1/17/25,Florida,42.8,3439,USD
1/17/25,Tennessee,7,618,USD
1/17/25,Idaho,1.81,114,USD
1/17/25,Unknown,118.18,14303,USD
1/17/25,Washington,10.45,739,USD
1/17/25,Minnesota,7.76,606,USD
1/17/25,Colorado,12.92,774,USD
1/17/25,Utah,4.63,356,USD
1/17/25,North Carolina,16.13,1023,USD
1/17/25,Iowa,2.1,146,USD
1/17/25,West Virginia,0.52,73,USD
1/17/25,Ohio,9.1,827,USD
1/17/25,Oregon,4.48,338,USD
1/17/25,Rhode Island,1.69,118,USD
1/17/25,Arkansas,2.62,207,USD
1/17/25,Nebraska,2.28,155,USD
1/17/25,Pennsylvania,11.94,918,USD
1/17/25,California,61.47,4767,USD
1/17/25,Virginia,13.1,966,USD
1/17/25,New York,31.34,3133,USD
1/17/25,Michigan,9.65,745,USD
1/17/25,Alaska,0.56,47,USD
1/17/25,Delaware,1.87,85,USD
1/17/25,Montana,1.28,81,USD
1/17/25,Mississippi,1.55,149,USD
1/17/25,Nevada,5.47,382,USD
1/17/25,Oklahoma,1.95,205,USD
1/17/25,Maryland,9.3,699,USD
1/17/25,Georgia,15.28,1301,USD
1/17/25,Illinois,15.82,1422,USD
1/17/25,Missouri,4.26,372,USD
1/17/25,Arizona,9.48,709,USD
1/17/25,Indiana,5.66,443,USD
1/17/25,North Dakota,0.26,46,USD
1/17/25,Maine,1.11,76,USD
1/17/25,South Carolina,5.42,489,USD
1/17/25,New Hampshire,2.32,130,USD
1/17/25,Massachusetts,9.63,775,USD
1/17/25,District of Columbia,2.14,193,USD
1/17/25,Louisiana,4.42,292,USD
1/17/25,South Dakota,0.71,68,USD
1/16/25,Unknown,152.15,14873,USD
1/16/25,Texas,53.17,3267,USD
1/16/25,Tennessee,8.71,626,USD
1/16/25,Maryland,11.13,624,USD
1/16/25,North Carolina,12.2,964,USD
1/16/25,New Hampshire,1.58,92,USD
1/16/25,Utah,4.57,347,USD
1/16/25,Wisconsin,4.28,344,USD
1/16/25,Iowa,2.66,163,USD
1/16/25,Colorado,12.5,739,USD
1/16/25,Illinois,18.34,1215,USD
1/16/25,Mississippi,2.13,119,USD
1/16/25,Ohio,14.37,744,USD
1/16/25,Virginia,14.88,842,USD
1/16/25,Minnesota,9.87,574,USD
1/16/25,Louisiana,4.13,270,USD
1/16/25,Washington,10.14,660,USD
1/16/25,California,63.29,4616,USD
1/16/25,Kansas,2.97,186,USD
1/16/25,Missouri,4.3,292,USD
1/16/25,Delaware,1.76,80,USD
1/16/25,Alaska,0.49,31,USD
1/16/25,Indiana,6.79,432,USD
1/16/25,Oklahoma,3.6,245,USD
1/16/25,District of Columbia,3.15,180,USD
1/16/25,West Virginia,0.96,60,USD
1/16/25,New York,36.15,2707,USD
1/16/25,Georgia,22.54,1299,USD
1/16/25,Wyoming,0.5,41,USD
1/16/25,Kentucky,2.3,219,USD
1/16/25,Maine,1.05,65,USD
1/16/25,New Mexico,2.08,149,USD
1/16/25,Michigan,9.92,660,USD
1/16/25,Nebraska,2.08,142,USD
1/16/25,New Jersey,20.15,1130,USD
1/16/25,Idaho,1.87,129,USD
1/16/25,Pennsylvania,12.85,856,USD
1/16/25,Florida,51.57,3159,USD
1/16/25,Arizona,11.7,692,USD
1/16/25,Connecticut,7.33,371,USD
1/16/25,Nevada,8.73,397,USD
1/16/25,Vermont,0.34,35,USD
1/16/25,Alabama,6.02,311,USD
1/16/25,Massachusetts,11.29,650,USD
1/16/25,Arkansas,1.97,171,USD
1/16/25,Oregon,3.89,289,USD
1/16/25,Rhode Island,2.94,101,USD
1/16/25,Montana,2.03,70,USD
1/16/25,South Carolina,7.36,464,USD
1/16/25,North Dakota,0.7,73,USD
1/16/25,Hawaii,1.44,74,USD
1/16/25,South Dakota,0.53,42,USD
1/16/25,Khanty-Mansi,0,0,USD
1/16/25,Saratov,0,0,USD
1/16/25,Chechnya,0,0,USD
1/15/25,Illinois,14.64,1426,USD
1/15/25,Kentucky,2.33,275,USD
1/15/25,Ohio,9.4,878,USD
1/15/25,West Virginia,0.63,82,USD
1/15/25,District of Columbia,1.15,184,USD
1/15/25,New Hampshire,0.72,128,USD
1/15/25,Unknown,132.66,21153,USD
1/15/25,Wyoming,0.24,32,USD
1/15/25,Maryland,9.11,767,USD
1/15/25,Idaho,1.22,127,USD
1/15/25,Florida,38.23,3618,USD
1/15/25,Massachusetts,7.83,818,USD
1/15/25,Washington,9.04,847,USD
1/15/25,Colorado,6.42,809,USD
1/15/25,South Dakota,0.27,57,USD
1/15/25,Pennsylvania,9.5,1007,USD
1/15/25,Michigan,7.69,817,USD
1/15/25,Georgia,16.52,1421,USD
1/15/25,New Jersey,13.37,1365,USD
1/15/25,California,51.94,5408,USD
1/15/25,Tennessee,6.03,725,USD
1/15/25,Kansas,2.19,215,USD
1/15/25,Arkansas,1.37,220,USD
1/15/25,Minnesota,5.73,626,USD
1/15/25,Texas,33.34,3463,USD
1/15/25,North Dakota,0.43,52,USD
1/15/25,Missouri,4.08,380,USD
1/15/25,Connecticut,4.47,461,USD
1/15/25,New York,30.23,3420,USD
1/15/25,Arizona,7.24,691,USD
1/15/25,Nebraska,2.22,157,USD
1/15/25,New Mexico,2.04,160,USD
1/15/25,Nevada,4.46,465,USD
1/15/25,Hawaii,0.63,108,USD
1/15/25,Mississippi,2.4,184,USD
1/15/25,Utah,3.7,408,USD
1/15/25,Wisconsin,4.66,439,USD
1/15/25,South Carolina,4.82,542,USD
1/15/25,Delaware,2.85,93,USD
1/15/25,Alaska,0.5,48,USD
1/15/25,North Carolina,10.45,1068,USD
1/15/25,Iowa,1.13,171,USD
1/15/25,Louisiana,3.29,309,USD
1/15/25,Rhode Island,2.22,116,USD
1/15/25,Oklahoma,3.89,219,USD
1/15/25,Maine,0.89,98,USD
1/15/25,Alabama,3.35,349,USD
1/15/25,Montana,0.48,51,USD
1/15/25,Vermont,0.2,35,USD
1/15/25,Virginia,8.24,951,USD
1/15/25,Indiana,5.11,481,USD
1/15/25,Oregon,2.61,351,USD
1/14/25,Utah,5.28,438,USD
1/14/25,Iowa,1.47,199,USD
1/14/25,Ohio,10.71,1105,USD
1/14/25,Michigan,8.58,917,USD
1/14/25,Unknown,150.55,20683,USD
1/14/25,Alabama,4.25,432,USD
1/14/25,Connecticut,5.86,566,USD
1/14/25,Georgia,17.81,1762,USD
1/14/25,Indiana,7.56,588,USD
1/14/25,New Hampshire,0.76,130,USD
1/14/25,Minnesota,6.23,710,USD
1/14/25,Virginia,11.2,1182,USD
1/14/25,Tennessee,7.53,834,USD
1/14/25,Mississippi,5.08,234,USD
1/14/25,South Carolina,4.84,623,USD
1/14/25,Florida,41.41,4616,USD
1/14/25,Louisiana,3.61,419,USD
1/14/25,Missouri,3.17,405,USD
1/14/25,South Dakota,0.23,66,USD
1/14/25,Hawaii,0.75,93,USD
1/14/25,Pennsylvania,11.72,1262,USD
1/14/25,Maryland,7.45,907,USD
1/14/25,Kentucky,2.84,354,USD
1/14/25,Washington,9.8,770,USD
1/14/25,California,38.95,4821,USD
1/14/25,Maine,0.89,114,USD
1/14/25,Idaho,1.01,130,USD
1/14/25,Massachusetts,14.2,1062,USD
1/14/25,Texas,34.81,3699,USD
1/14/25,New York,35.04,4261,USD
1/14/25,Arkansas,2.45,213,USD
1/14/25,North Carolina,11.82,1413,USD
1/14/25,Rhode Island,0.74,117,USD
1/14/25,Arizona,9.6,783,USD
1/14/25,Colorado,7.46,836,USD
1/14/25,New Mexico,1.22,156,USD
1/14/25,Kansas,1.57,211,USD
1/14/25,Wisconsin,3.45,465,USD
1/14/25,Delaware,1.84,115,USD
1/14/25,Alaska,0.69,54,USD
1/14/25,District of Columbia,1.77,248,USD
1/14/25,Oregon,3.03,286,USD
1/14/25,Illinois,15.55,1655,USD
1/14/25,Oklahoma,1.88,287,USD
1/14/25,Wyoming,0.34,47,USD
1/14/25,Nebraska,1.03,186,USD
1/14/25,New Jersey,16.95,1727,USD
1/14/25,North Dakota,0.54,68,USD
1/14/25,Montana,0.7,59,USD
1/14/25,Nevada,6.12,488,USD
1/14/25,West Virginia,0.46,78,USD
1/14/25,Vermont,0.34,43,USD
1/13/25,California,78.66,5543,USD
1/13/25,Illinois,24.64,1797,USD
1/13/25,Unknown,266.96,21900,USD
1/13/25,Tennessee,10.29,835,USD
1/13/25,West Virginia,1.52,106,USD
1/13/25,Texas,71.82,4701,USD
1/13/25,South Carolina,9.75,741,USD
1/13/25,New York,46.54,4441,USD
1/13/25,Kentucky,5.02,374,USD
1/13/25,Hawaii,1.89,125,USD
1/13/25,Wisconsin,5.73,443,USD
1/13/25,Michigan,15.15,961,USD
1/13/25,Montana,1.12,79,USD
1/13/25,Utah,5.5,449,USD
1/13/25,Oklahoma,4.37,325,USD
1/13/25,Georgia,30.69,2001,USD
1/13/25,New Hampshire,1.91,173,USD
1/13/25,District of Columbia,3.04,295,USD
1/13/25,Arizona,14.92,1013,USD
1/13/25,New Jersey,19.82,1804,USD
1/13/25,Alaska,0.76,58,USD
1/13/25,North Carolina,22.16,1390,USD
1/13/25,Alabama,7.48,525,USD
1/13/25,Connecticut,7.44,591,USD
1/13/25,Minnesota,10.99,791,USD
1/13/25,Maryland,15.23,1019,USD
1/13/25,Rhode Island,2.74,142,USD
1/13/25,Pennsylvania,17.58,1355,USD
1/13/25,Nebraska,1.49,183,USD
1/13/25,Idaho,3.88,174,USD
1/13/25,Indiana,12.18,612,USD
1/13/25,Mississippi,5.16,245,USD
1/13/25,Kansas,3.43,245,USD
1/13/25,North Dakota,1.39,92,USD
1/13/25,Iowa,2.41,243,USD
1/13/25,Massachusetts,11.51,1060,USD
1/13/25,Virginia,16.45,1231,USD
1/13/25,Maine,1.71,162,USD
1/13/25,Ohio,16.21,1130,USD
1/13/25,Colorado,18.54,1021,USD
1/13/25,Delaware,1.43,126,USD
1/13/25,Vermont,0.32,59,USD
1/13/25,Nevada,7.92,508,USD
1/13/25,Washington,12.82,923,USD
1/13/25,Florida,64.42,5025,USD
1/13/25,Arkansas,5.58,287,USD
1/13/25,Oregon,7.47,359,USD
1/13/25,Wyoming,0.49,53,USD
1/13/25,South Dakota,1.07,94,USD
1/13/25,Quintana Roo,0.02,1,USD
1/13/25,Missouri,8.17,437,USD
1/13/25,Louisiana,7.36,482,USD
1/13/25,New Mexico,3.21,210,USD
1/12/25,Arkansas,6.02,411,USD
1/12/25,West Virginia,2.4,161,USD
1/12/25,Texas,95.14,6285,USD
1/12/25,Oklahoma,8.8,495,USD
1/12/25,Missouri,10.44,738,USD
1/12/25,Unknown,433.78,40555,USD
1/12/25,California,127.46,8163,USD
1/12/25,North Dakota,2.72,139,USD
1/12/25,Connecticut,11.3,979,USD
1/12/25,Tennessee,17.27,1229,USD
1/12/25,Illinois,34.05,2582,USD
1/12/25,Maryland,21.22,1549,USD
1/12/25,Delaware,4.84,211,USD
1/12/25,Montana,1.38,154,USD
1/12/25,Ohio,28.74,1625,USD
1/12/25,Maine,2.32,182,USD
1/12/25,Georgia,45.29,2751,USD
1/12/25,Washington,24.73,1351,USD
1/12/25,Florida,109.57,7321,USD
1/12/25,Arizona,20.57,1372,USD
1/12/25,Colorado,17.81,1533,USD
1/12/25,Rhode Island,3.59,248,USD
1/12/25,Oregon,6.88,512,USD
1/12/25,Minnesota,13.74,1165,USD
1/12/25,Mississippi,7,363,USD
1/12/25,North Carolina,31.41,2022,USD
